 2^N を M進数で表したときの桁数
46 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  4  4  4  4  4  4  5  5|  5  5  5  6  6  6  6  6|  6  7  7  7  7  7  8  8|  8  8  8  8  9  9  9  9|  9 10 10 10 10 10 10 11| 11 11 11 11 12 12 12 12| 12 12 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 22 23 23 23 23 23 23 24
47 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  4  4  4  4  4  4  5  5|  5  5  5  6  6  6  6  6|  6  7  7  7  7  7  8  8|  8  8  8  8  9  9  9  9|  9 10 10 10 10 10 10 11| 11 11 11 11 11 12 12 12| 12 12 13 13 13 13 13 13 14 14 14 14 14 15 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 17 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 22 23 23 23 23 23 24
48 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  4  4  4  4  4  4  5  5|  5  5  5  6  6  6  6  6|  6  7  7  7  7  7  7  8|  8  8  8  8  9  9  9  9|  9  9 10 10 10 10 10 11| 11 11 11 11 11 12 12 12| 12 12 12 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 21 21 21 21 21 21 22 22 22 22 22 23 23 23 23 23 23
49 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  4  4  4  4  4  4  5  5|  5  5  5  5  6  6  6  6|  6  7  7  7  7  7  7  8|  8  8  8  8  9  9  9  9|  9  9 10 10 10 10 10 10| 11 11 11 11 11 12 12 12| 12 12 12 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 22 23 23 23 23 23
50 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  4  4  4  4  4  4  5  5|  5  5  5  5  6  6  6  6|  6  7  7  7  7  7  7  8|  8  8  8  8  8  9  9  9|  9  9 10 10 10 10 10 10| 11 11 11 11 11 11 12 12| 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 21 21 21 21 21 21 22 22 22 22 22 22 23 23 23 23
51 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  3  4  4  4  4  4  5  5|  5  5  5  5  6  6  6  6|  6  6  7  7  7  7  7  8|  8  8  8  8  8  9  9  9|  9  9  9 10 10 10 10 10| 11 11 11 11 11 11 12 12| 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 21 22 22 22 22 22 23 23 23 23
52 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  3  4  4  4  4  4  5  5|  5  5  5  5  6  6  6  6|  6  6  7  7  7  7  7  8|  8  8  8  8  8  9  9  9|  9  9  9 10 10 10 10 10| 10 11 11 11 11 11 12 12| 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 15 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 22 23 23 23
53 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  3  4  4  4  4  4  5  5|  5  5  5  5  6  6  6  6|  6  6  7  7  7  7  7  7|  8  8  8  8  8  9  9  9|  9  9  9 10 10 10 10 10| 10 11 11 11 11 11 11 12| 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 21 22 22 22 22 22 22 23 23
54 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  3  4  4  4  4  4  4  5|  5  5  5  5  6  6  6  6|  6  6  7  7  7  7  7  7|  8  8  8  8  8  8  9  9|  9  9  9 10 10 10 10 10| 10 11 11 11 11 11 11 12| 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 22 23 23
55 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  3  4  4  4  4  4  4  5|  5  5  5  5  6  6  6  6|  6  6  7  7  7  7  7  7|  8  8  8  8  8  8  9  9|  9  9  9  9 10 10 10 10| 10 11 11 11 11 11 11 12| 12 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 15 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 21 22 22 22 22 22 22 23
56 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  3  4  4  4  4  4  4  5|  5  5  5  5  5  6  6  6|  6  6  7  7  7  7  7  7|  8  8  8  8  8  8  9  9|  9  9  9  9 10 10 10 10| 10 10 11 11 11 11 11 12| 12 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 15 16 16 16 16 16 17 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 22 22 22 22 22 22 23
57 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  3  4  4  4  4  4  4  5|  5  5  5  5  5  6  6  6|  6  6  7  7  7  7  7  7|  8  8  8  8  8  8  9  9|  9  9  9  9 10 10 10 10| 10 10 11 11 11 11 11 11| 12 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 17 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 21 22 22 22 22 22 22
58 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  3  4  4  4  4  4  4  5|  5  5  5  5  5  6  6  6|  6  6  6  7  7  7  7  7|  7  8  8  8  8  8  9  9|  9  9  9  9 10 10 10 10| 10 10 11 11 11 11 11 11| 12 12 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 21 22 22 22 22 22
59 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  3  4  4  4  4  4  4  5|  5  5  5  5  5  6  6  6|  6  6  6  7  7  7  7  7|  7  8  8  8  8  8  8  9|  9  9  9  9 10 10 10 10| 10 10 11 11 11 11 11 11| 12 12 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 17 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 21 22 22 22 22 22
60 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  3  4  4  4  4  4  4  5|  5  5  5  5  5  6  6  6|  6  6  6  7  7  7  7  7|  7  8  8  8  8  8  8  9|  9  9  9  9  9 10 10 10| 10 10 10 11 11 11 11 11| 12 12 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 21 22 22 22 22
61 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  3  4  4  4  4  4  4  5|  5  5  5  5  5  6  6  6|  6  6  6  7  7  7  7  7|  7  8  8  8  8  8  8  9|  9  9  9  9  9 10 10 10| 10 10 10 11 11 11 11 11| 11 12 12 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 21 22 22 22 22
62 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  3  4  4  4  4  4  4  5|  5  5  5  5  5  6  6  6|  6  6  6  7  7  7  7  7|  7  8  8  8  8  8  8  9|  9  9  9  9  9 10 10 10| 10 10 10 11 11 11 11 11| 11 12 12 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 21 22 22 22
63 :   1  1  2  2  2|  2  2  2  3  3  3  3  3|  3  4  4  4  4  4  4  5|  5  5  5  5  5  6  6  6|  6  6  6  7  7  7  7  7|  7  8  8  8  8  8  8  9|  9  9  9  9  9 10 10 10| 10 10 10 11 11 11 11 11| 11 12 12 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 21 22 22 22
64 :   1  1  1  2  2|  2  2  2  2  3  3  3  3|  3  3  4  4  4  4  4  4|  5  5  5  5  5  5  6  6|  6  6  6  6  7  7  7  7|  7  8  8  8  8  8  8  8|  9  9  9  9  9 10 10 10| 10 10 10 10 11 11 11 11| 11 12 12 12 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 15 15 15 15 15 15 15 16 16 16 16 16 16 17 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 19 20 20 20 20 20 20 21 21 21 21 21 21 22 22
